the	тем
epfenbach	Эпфенбах
epfendorf	Эпфендорф
ephebiphobia	Эфебифобия
ephebos	Эфеб
ephemeral key	Эфемерный ключ
ephemeral plant	Эфемеры
ephemeral port	Динамический порт
ephemeridae	Настоящие подёнки
ephemeris time	Эфемеридное время
ephemeron	однодневка,однодневкам,однодневками,однодневках,однодневке,однодневки
ephesian tale	Повесть о Габрокоме и Антии
ephippia	Эфиппий
ephippidae	Эфипповые
ephippiorhynchus	Седлоклювые ябиру
ephor	Эфоры
ephraimiten	Эфраимит
ephydridae	Мухи-береговушки
ephysius	Эфизий
epi languages	Языки эпи
epi-olmec culture	Эпиольмеки
epiboly	Эпиболия
epic movie	Очень эпическое кино
epic poetry	Эпос
epic theatre	Эпический театр
epicanthic fold	Эпикантус
epicaricacy	злорадство
epicede	элегия
epicedial	печальный,элегический
epicedian	печальный,элегический
epicopeiidae	Эпикопеиды
epicycloid	эпициклоида
epicyon	Эпицион
epidaurum	Эпидавр Иллирийский
epidemiological transition	Концепция эпидемиологического перехода
epidendroideae	Эпидендровые
epigaea	Эпигея
epigamia	Эпигамия
epigastrium	Эпигастральная область
epigenetic therapy	Эпигенетическая терапия
epiglottal stop	Эпиглоттальный взрывной
epigonus	последыш,последыша,последышам,последышами,последышах,последыше
epigraphical museum	Эпиграфический музей Афин
epileptologist	Эпилептолог
epimachus	Шилоклювые райские птицы
epimanikia	Поручи
epimorphism	Эпиморфизм
epinetron	Эпинетрон
epineurium	Эпиневрий
epinikion	Эпиникий
epione	Эпиона
epipactis	Дремлик
epipaleolithic	Эпипалеолит
epiphragm	Эпифрагма
epiphyseal plate	Эпифизарная пластинка
epiploon	сальник,сальника,сальникам,сальниками,сальниках,сальнике
epipogium	Надбородник
epipremnum	Эпипремнум
epipubic bone	Сумчатые кости
episcia	Эписция
episcopal conference	Конференция католических епископов
episcopal gloves	Литургические перчатки
episcopia	Эпископия
episodic memory	Эпизодическая память
epispadias	Эписпадия
epistolary novel	Эпистолярный роман
epitaciolândia	Эпитасиуландия
epitestosterone	Эпитестостерон
epithalamus	Эпиталамус
epithelial–mesenchymal transition	Эпителиально-мезенхимальный переход
epitoky	Эпитокия
epitrachelion	Епитрахиль
epitrochoid	эпитрохоида
epizod	Епизод
epizoochory	эпизоохория
epizootiology	Эпизоотология
epoch-making	исторический,эпохален,эпохальна,эпохально,эпохальный
epoché	Эпохе
epoophoron	Придатки яичника
epopee	эпопея,эпопее,эпопеи,эпопеь,эпопею,эпопеям
eppelborn	Эппельборн
eppelheim	Эппельхайм
eppelsheim	Эппельсхайм
eppenberg-wöschnau	Эппенберг-Вёшнау
eppenbrunn	Эппенбрун
eppenrod	Эппенрод
eppenschlag	Эппеншлаг
eppenstein	Эппенштайн
eppertshausen	Эппертсхаузен
eppingen	Эппинген
eppishausen	Эпписхаузен
eprobemide	Бефол
epron	Экспедиция подводных работ особого назначения
epsach	Эпзах
epsilon cell	Эпсилон-клетка
epsilon-equilibrium	Эпсилон-равновесие
epsilon-neighborhood	Ε-окрестность
epstein–barr virus	Вирус Эпштейна — Барр
eptapirone	Эптапирон
epthianura	Чекановые трясогузки
eptingen	Эптинген
epulary	пиршественный
epulones	Эпулоны
epureanu	Епуряну
eqbaliyeh	Сольтанабад
eqlid	Эклид
equal rites	Творцы заклинаний
equal temperament	Равномерно темперированный строй
equal-to-apostles	Равноапостольный
equals sign	Знак равенства
equation solving	Решение уравнения
equatorial guinea	Экваториальная Гвинея
equatorial mount	Экваториальная монтировка
equatorium	Экваториум
equestrian statue	Конная статуя
equiangular lines	Равноугольные прямые
equicontinuity	Равностепенная непрерывность
equidiurnal	равноденственна,равноденственно,равноденственный
equigraphic	равновелик,равновелика,равновеликий,равновелико
equilateral triangle	Правильный треугольник
equilibrioception	равновесие
equilibristics	Эквилибристика
equilibrium constant	Константа равновесия
equinoctial france	Экваториальная Франция
equinox flower	Ликорисы
equipollent	равнозначащ,равнозначаща,равнозначаще,равнозначащий,равнозначен,равнозначна
equipotential surface	Эквипотенциальная поверхность
